,profile,phone,profile_type,zip_code,latitude,longitude,gmaps,beer,name,style,style_name,style_genre
1981,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361797,Cream Head,6,American Cream Ale,Hybrid Beers
1982,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361782,Teutonic Peach,9,Fruit and Field Beer,Specialty Beers
1983,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361772,Santa's Blotto,47,Winter Warmer,Dark Ales
1984,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361791,Mayflower,75,English Dark Mild Ale,Brown Ales
1985,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361785,Blonde,190,Belgian Blonde Ale,Pale Ales
1986,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361777,Black IPA,175,American Black Ale,Dark Ales
1987,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361776,English Rebel,40,Bohemian Pilsener,Pilseners and Pale Lagers
1988,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361793,Spiced Pumpkin Ale,72,Pumpkin Beer,Specialty Beers
1989,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361798,New England IPA,189,New England IPA,India Pale Ales
1990,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361774,Pints of Peace,101,English Porter,Porters
1991,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361794,Smokin’ Joe,101,English Porter,Porters
1992,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361787,Citratus,97,American Pale Ale (APA),Pale Ales
1993,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361770,Ghost Rider,97,American Pale Ale (APA),Pale Ales
1994,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361799,Classic IPA,150,English India Pale Ale (IPA),India Pale Ales
1995,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361783,Kea IPA,150,English India Pale Ale (IPA),India Pale Ales
1996,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361763,Viceroy IPA,150,English India Pale Ale (IPA),India Pale Ales
1997,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361789,Atlas,154,English Pale Ale,Pale Ales
1998,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361796,Good Times Grapefruit,154,English Pale Ale,Pale Ales
1999,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361790,Hibiscus Red,154,English Pale Ale,Pale Ales
2000,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361756,New Dawn,154,English Pale Ale,Pale Ales
2001,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361781,Nippon Ale,154,English Pale Ale,Pale Ales
2002,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361792,Oast House,154,English Pale Ale,Pale Ales
2003,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361761,Rebel,154,English Pale Ale,Pale Ales
2004,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361775,Back Of The Net,98,English Bitter,Pale Ales
2005,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361758,Britannia,98,English Bitter,Pale Ales
2006,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361779,Columbus,98,English Bitter,Pale Ales
2007,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361800,Daniel Diggle,98,English Bitter,Pale Ales
2008,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361803,Fair To Middling,98,English Bitter,Pale Ales
2009,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361795,Last Knight,98,English Bitter,Pale Ales
2010,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361766,Patriot,98,English Bitter,Pale Ales
2011,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361780,Tight Head,98,English Bitter,Pale Ales
2012,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361778,Traditional,98,English Bitter,Pale Ales
2013,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361767,Wise Guy,98,English Bitter,Pale Ales
2014,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361762,Eclipse,13,English Stout,Stouts
2015,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361769,Twisted Genius,13,English Stout,Stouts
2016,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361788,Arctic Blast,99,American Blonde Ale,Pale Ales
2017,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361802,Feudal Barons,99,American Blonde Ale,Pale Ales
2018,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361760,Golden Anchor,99,American Blonde Ale,Pale Ales
2019,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361773,Ice Breaker,99,American Blonde Ale,Pale Ales
2020,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361768,Splendor,99,American Blonde Ale,Pale Ales
2021,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361801,Three Sheets,99,American Blonde Ale,Pale Ales
2022,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361786,Triton,99,American Blonde Ale,Pale Ales
2023,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361759,American Saviour,116,American IPA,India Pale Ales
2024,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361757,Apus,116,American IPA,India Pale Ales
2025,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361784,Sour Diesel IPA,116,American IPA,India Pale Ales
2026,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361797,Cream Head,6,American Cream Ale,Hybrid Beers
2027,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361782,Teutonic Peach,9,Fruit and Field Beer,Specialty Beers
2028,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361772,Santa's Blotto,47,Winter Warmer,Dark Ales
2029,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361791,Mayflower,75,English Dark Mild Ale,Brown Ales
2030,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361785,Blonde,190,Belgian Blonde Ale,Pale Ales
2031,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361777,Black IPA,175,American Black Ale,Dark Ales
2032,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361776,English Rebel,40,Bohemian Pilsener,Pilseners and Pale Lagers
2033,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361793,Spiced Pumpkin Ale,72,Pumpkin Beer,Specialty Beers
2034,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361798,New England IPA,189,New England IPA,India Pale Ales
2035,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361774,Pints of Peace,101,English Porter,Porters
2036,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361794,Smokin’ Joe,101,English Porter,Porters
2037,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361787,Citratus,97,American Pale Ale (APA),Pale Ales
2038,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361770,Ghost Rider,97,American Pale Ale (APA),Pale Ales
2039,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361799,Classic IPA,150,English India Pale Ale (IPA),India Pale Ales
2040,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361783,Kea IPA,150,English India Pale Ale (IPA),India Pale Ales
2041,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361763,Viceroy IPA,150,English India Pale Ale (IPA),India Pale Ales
2042,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361789,Atlas,154,English Pale Ale,Pale Ales
2043,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361796,Good Times Grapefruit,154,English Pale Ale,Pale Ales
2044,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361790,Hibiscus Red,154,English Pale Ale,Pale Ales
2045,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361756,New Dawn,154,English Pale Ale,Pale Ales
2046,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361781,Nippon Ale,154,English Pale Ale,Pale Ales
2047,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361792,Oast House,154,English Pale Ale,Pale Ales
2048,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361761,Rebel,154,English Pale Ale,Pale Ales
2049,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361775,Back Of The Net,98,English Bitter,Pale Ales
2050,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361758,Britannia,98,English Bitter,Pale Ales
2051,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361779,Columbus,98,English Bitter,Pale Ales
2052,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361800,Daniel Diggle,98,English Bitter,Pale Ales
2053,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361803,Fair To Middling,98,English Bitter,Pale Ales
2054,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361795,Last Knight,98,English Bitter,Pale Ales
2055,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361766,Patriot,98,English Bitter,Pale Ales
2056,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361780,Tight Head,98,English Bitter,Pale Ales
2057,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361778,Traditional,98,English Bitter,Pale Ales
2058,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361767,Wise Guy,98,English Bitter,Pale Ales
2059,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361762,Eclipse,13,English Stout,Stouts
2060,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361769,Twisted Genius,13,English Stout,Stouts
2061,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361788,Arctic Blast,99,American Blonde Ale,Pale Ales
2062,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361802,Feudal Barons,99,American Blonde Ale,Pale Ales
2063,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361760,Golden Anchor,99,American Blonde Ale,Pale Ales
2064,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361773,Ice Breaker,99,American Blonde Ale,Pale Ales
2065,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361768,Splendor,99,American Blonde Ale,Pale Ales
2066,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361801,Three Sheets,99,American Blonde Ale,Pale Ales
2067,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361786,Triton,99,American Blonde Ale,Pale Ales
2068,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361759,American Saviour,116,American IPA,India Pale Ales
2069,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361757,Apus,116,American IPA,India Pale Ales
2070,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361784,Sour Diesel IPA,116,American IPA,India Pale Ales
2071,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361797,Cream Head,6,American Cream Ale,Hybrid Beers
2072,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361782,Teutonic Peach,9,Fruit and Field Beer,Specialty Beers
2073,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361772,Santa's Blotto,47,Winter Warmer,Dark Ales
2074,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361791,Mayflower,75,English Dark Mild Ale,Brown Ales
2075,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361785,Blonde,190,Belgian Blonde Ale,Pale Ales
2076,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361777,Black IPA,175,American Black Ale,Dark Ales
2077,52946,0115 986 9877,Brewery,NG7 3EN,52.9577308552495,-1.18054435894345,https://maps.google.com/maps?oi=map&q=17+St.+Peter+Street%2C+Radford%2C+Nottingham%2C+GB2%2C+UK%2C+NG7+3EN,361776,English Rebel,40,Bohemian Pilsener,Pilseners and Pale Lagers
